CustomerID,OrderCount,TotalRevenue,TotalItems,AvgOrderValue,Segment
13740.0,1,350.75,425,350.75,Medium-Value
13741.0,3,668.4300000000001,218,222.81000000000003,Medium-Value
13742.0,12,3131.02,1124,260.91833333333335,High-Value
13743.0,7,1341.6,1776,191.65714285714284,Medium-Value
13744.0,2,1156.36,1249,578.18,Medium-Value
13745.0,1,300.04,496,300.04,Low-Value
13747.0,1,79.6,8,79.6,Low-Value
13748.0,5,948.25,439,189.65,Medium-Value
13750.0,5,1647.26,516,329.452,Medium-Value
13751.0,1,296.25,152,296.25,Low-Value
13752.0,6,1186.28,876,197.71333333333334,Medium-Value
13753.0,1,741.26,512,741.26,Medium-Value
13754.0,2,282.59999999999997,214,141.29999999999998,Low-Value
13755.0,9,2161.35,1264,240.14999999999998,High-Value
13756.0,14,5189.52,3188,370.68,High-Value
13758.0,7,3190.55,1844,455.79285714285714,High-Value
13759.0,2,659.4100000000001,287,329.70500000000004,Medium-Value
13760.0,2,286.79,197,143.395,Low-Value
13761.0,2,1070.65,642,535.325,Medium-Value
13762.0,1,306.72,272,306.72,Low-Value
13763.0,1,1714.96,728,1714.96,High-Value
13764.0,3,1521.76,932,507.25333333333333,Medium-Value
13767.0,37,17220.36,7322,465.41513513513513,High-Value
13769.0,10,2796.51,1163,279.651,High-Value
13771.0,4,2634.45,1477,658.6125,High-Value
13772.0,3,1132.13,546,377.3766666666667,Medium-Value
13774.0,1,345.0,192,345.0,Medium-Value
13777.0,33,25977.16,12897,787.1866666666666,High-Value
13778.0,1,178.7,70,178.7,Low-Value
13780.0,2,360.01,318,180.005,Medium-Value
13781.0,1,127.84,30,127.84,Low-Value
13782.0,6,912.0,371,152.0,Medium-Value
13784.0,11,2462.79,2493,223.89,High-Value
13786.0,1,230.39999999999998,136,230.39999999999998,Low-Value
13787.0,2,309.04,337,154.52,Medium-Value
13790.0,1,348.8,748,348.8,Medium-Value
13791.0,2,1516.0,1200,758.0,Medium-Value
13792.0,2,195.55,92,97.775,Low-Value
13798.0,57,37153.85,23948,651.8219298245614,High-Value
13799.0,2,688.86,402,344.43,Medium-Value
13800.0,1,558.32,331,558.32,Medium-Value
13801.0,1,324.8,168,324.8,Medium-Value
13802.0,3,4599.42,2572,1533.14,High-Value
13803.0,1,277.07,121,277.07,Low-Value
13804.0,7,2635.79,1498,376.5414285714286,High-Value
13805.0,2,924.6,1900,462.3,Medium-Value
13806.0,1,256.38,56,256.38,Low-Value
13807.0,1,112.6,36,112.6,Low-Value
13808.0,5,1747.66,782,349.53200000000004,High-Value
13809.0,1,155.05,29,155.05,Low-Value
13810.0,3,1499.01,312,499.67,Medium-Value
13811.0,3,814.5,68,271.5,Medium-Value
13812.0,3,539.0,333,179.66666666666666,Medium-Value
13813.0,4,1366.8600000000001,552,341.71500000000003,Medium-Value
13814.0,2,1579.12,864,789.56,Medium-Value
13815.0,4,4027.36,2560,1006.84,High-Value
13816.0,2,571.6700000000001,269,285.83500000000004,Medium-Value
13817.0,2,382.98,211,191.49,Medium-Value
13819.0,3,1140.35,1109,380.1166666666666,Medium-Value
13821.0,2,385.64,153,192.82,Medium-Value
13822.0,2,632.0,611,316.0,Medium-Value
13823.0,2,957.66,439,478.83,Medium-Value
13824.0,5,1698.94,768,339.788,High-Value
13826.0,1,189.5,82,189.5,Low-Value
13827.0,3,412.05,141,137.35,Medium-Value
13828.0,1,209.49,311,209.49,Low-Value
13831.0,6,2202.99,745,367.16499999999996,High-Value
13832.0,1,52.199999999999996,28,52.199999999999996,Low-Value
13833.0,1,384.8,118,384.8,Medium-Value
13835.0,4,834.57,442,208.6425,Medium-Value
13837.0,2,271.24,183,135.62,Low-Value
13838.0,4,691.73,263,172.9325,Medium-Value
13841.0,1,85.0,100,85.0,Low-Value
13842.0,9,3385.62,1768,376.18,High-Value
13844.0,1,361.62,196,361.62,Medium-Value
13845.0,1,312.98,182,312.98,Medium-Value
13846.0,3,865.0600000000001,388,288.35333333333335,Medium-Value
13848.0,3,1255.0,3700,418.3333333333333,Medium-Value
13849.0,2,1537.95,1016,768.975,Medium-Value
13850.0,1,1595.48,944,1595.48,Medium-Value
13851.0,3,2651.46,1705,883.82,High-Value
13853.0,1,1090.14,312,1090.14,Medium-Value
13854.0,25,8109.5199999999995,2296,324.38079999999997,High-Value
13856.0,3,388.5,494,129.5,Medium-Value
13858.0,1,216.17,75,216.17,Low-Value
13859.0,1,201.16,129,201.16,Low-Value
13860.0,5,1245.9,591,249.18,Medium-Value
13862.0,8,2209.36,1688,276.17,High-Value
13863.0,1,305.78,224,305.78,Low-Value
13865.0,4,501.56,204,125.39,Medium-Value
13866.0,1,145.67000000000002,57,145.67000000000002,Low-Value
13867.0,3,1015.29,513,338.43,Medium-Value
13868.0,2,3192.54,1964,1596.27,High-Value
13869.0,4,3104.95,1721,776.2375,High-Value
13870.0,8,2770.94,1325,346.3675,High-Value
13871.0,13,6403.25,2806,492.5576923076923,High-Value
13873.0,3,389.6,140,129.86666666666667,Medium-Value
13874.0,1,540.45,180,540.45,Medium-Value
13875.0,5,1786.79,1316,357.358,High-Value
13876.0,1,122.7,36,122.7,Low-Value
13877.0,1,117.24,108,117.24,Low-Value
13878.0,1,1281.53,475,1281.53,Medium-Value
13880.0,13,3219.77,1842,247.67461538461538,High-Value
13881.0,20,17159.52,10118,857.976,High-Value
13882.0,5,1191.13,953,238.22600000000003,Medium-Value
13883.0,5,2674.48,1436,534.896,High-Value
13884.0,5,787.6,300,157.52,Medium-Value
13885.0,2,506.8,182,253.4,Medium-Value
13886.0,1,243.56,126,243.56,Low-Value
13887.0,1,349.55,147,349.55,Medium-Value
13888.0,2,605.63,258,302.815,Medium-Value
13889.0,1,416.90000000000003,146,416.90000000000003,Medium-Value
13890.0,10,1883.8100000000002,831,188.38100000000003,High-Value
13892.0,4,632.97,983,158.2425,Medium-Value
13893.0,1,821.1,190,821.1,Medium-Value
13894.0,3,564.62,354,188.20666666666668,Medium-Value
13895.0,4,2593.07,1365,648.2675,High-Value
13897.0,1,311.16,200,311.16,Medium-Value
13898.0,1,155.93,133,155.93,Low-Value
13899.0,2,388.52,156,194.26,Medium-Value
13900.0,3,740.95,430,246.98333333333335,Medium-Value
13901.0,5,2867.2,1739,573.4399999999999,High-Value
13904.0,2,332.64,332,166.32,Medium-Value
13908.0,4,2369.55,1478,592.3875,High-Value
13911.0,9,2580.91,2731,286.7677777777778,High-Value
13914.0,2,626.45,380,313.225,Medium-Value
13917.0,2,272.04,228,136.02,Low-Value
13918.0,2,1212.8400000000001,1140,606.4200000000001,Medium-Value
13919.0,2,384.81,474,192.405,Medium-Value
13922.0,1,172.25,93,172.25,Low-Value
13923.0,1,351.13,185,351.13,Medium-Value
13924.0,6,1838.8500000000001,1575,306.475,High-Value
13925.0,4,678.25,331,169.5625,Medium-Value
13926.0,1,223.85000000000002,104,223.85000000000002,Low-Value
13927.0,1,348.99,214,348.99,Medium-Value
13928.0,4,464.57,129,116.1425,Medium-Value
13929.0,2,842.65,143,421.325,Medium-Value
13930.0,2,337.34,274,168.67,Medium-Value
13931.0,2,1237.53,725,618.765,Medium-Value
13932.0,1,307.4,72,307.4,Low-Value
13933.0,2,608.7900000000001,205,304.39500000000004,Medium-Value
13934.0,1,922.1,390,922.1,Medium-Value
13936.0,1,376.58,330,376.58,Medium-Value
13937.0,1,158.85,123,158.85,Low-Value
13938.0,1,71.66,70,71.66,Low-Value
13939.0,3,568.55,847,189.51666666666665,Medium-Value
13940.0,4,839.14,516,209.785,Medium-Value
13941.0,5,5112.96,2364,1022.592,High-Value
13946.0,3,561.5699999999999,443,187.18999999999997,Medium-Value
13947.0,1,90.6,44,90.6,Low-Value
13948.0,1,102.0,40,102.0,Low-Value
13949.0,6,2427.32,2474,404.55333333333334,High-Value
13950.0,4,745.06,323,186.265,Medium-Value
13951.0,3,674.45,459,224.8166666666667,Medium-Value
13952.0,2,3251.071,1431,1625.5355,High-Value
13953.0,7,3515.68,2724,502.23999999999995,High-Value
13954.0,2,439.92,150,219.96,Medium-Value
13955.0,2,322.96,154,161.48,Medium-Value
13956.0,5,1026.42,491,205.28400000000002,Medium-Value
13959.0,3,598.2,357,199.4,Medium-Value
13960.0,2,230.22,142,115.11,Low-Value
13962.0,2,169.55,87,84.775,Low-Value
13963.0,4,664.54,460,166.135,Medium-Value
13967.0,1,80.7,42,80.7,Low-Value
13969.0,18,9053.94,4542,502.99666666666667,High-Value
13971.0,8,2758.26,1844,344.7825,High-Value
13972.0,2,190.25,187,95.125,Low-Value
13973.0,1,264.7,109,264.7,Low-Value
13974.0,1,413.59000000000003,249,413.59000000000003,Medium-Value
13975.0,6,2526.28,1732,421.0466666666667,High-Value
13976.0,1,357.98,154,357.98,Medium-Value
13978.0,2,196.79000000000002,315,98.39500000000001,Low-Value
13979.0,1,869.87,639,869.87,Medium-Value
13980.0,1,200.14,172,200.14,Low-Value
13982.0,4,1871.81,1136,467.9525,High-Value
13983.0,12,2603.43,1183,216.9525,High-Value
13984.0,5,920.51,679,184.102,Medium-Value
13985.0,15,7060.13,3445,470.67533333333336,High-Value
13986.0,1,320.46,430,320.46,Medium-Value
13988.0,6,4147.96,3044,691.3266666666667,High-Value
13989.0,2,1266.08,1313,633.04,Medium-Value
13990.0,1,311.3,190,311.3,Medium-Value
13991.0,6,855.97,998,142.66166666666666,Medium-Value
13992.0,1,76.8,64,76.8,Low-Value
13993.0,9,3466.36,900,385.1511111111111,High-Value
13994.0,6,2313.14,940,385.5233333333333,High-Value
13995.0,5,1393.69,879,278.738,Medium-Value
13999.0,12,3901.81,2243,325.1508333333333,High-Value
14000.0,1,635.66,710,635.66,Medium-Value
14001.0,3,2043.0800000000002,962,681.0266666666668,High-Value
14002.0,2,529.73,877,264.865,Medium-Value
14004.0,7,4582.64,2668,654.6628571428572,High-Value
14005.0,5,2874.72,2478,574.944,High-Value
14006.0,3,962.19,641,320.73,Medium-Value
14009.0,2,695.61,365,347.805,Medium-Value
14012.0,1,328.8,160,328.8,Medium-Value
14013.0,3,473.02,462,157.67333333333332,Medium-Value
14014.0,1,505.18,1076,505.18,Medium-Value
14015.0,1,917.34,378,917.34,Medium-Value
14016.0,4,4341.21,2125,1085.3025,High-Value
14019.0,3,1421.61,1037,473.86999999999995,Medium-Value
14020.0,2,642.8,441,321.4,Medium-Value
14021.0,3,631.9,192,210.63333333333333,Medium-Value
14022.0,1,440.0,487,440.0,Medium-Value
14023.0,2,584.07,345,292.035,Medium-Value
14024.0,2,327.7,150,163.85,Medium-Value
14027.0,1,104.82,62,104.82,Low-Value
14029.0,2,467.66,198,233.83,Medium-Value
14030.0,8,2360.09,1479,295.01125,High-Value
14031.0,19,17286.86,5788,909.8347368421053,High-Value
14032.0,11,2975.59,2032,270.5081818181818,High-Value
14034.0,3,651.8199999999999,423,217.2733333333333,Medium-Value
14035.0,5,1428.02,739,285.604,Medium-Value
14036.0,1,626.65,268,626.65,Medium-Value
14037.0,2,147.20000000000002,46,73.60000000000001,Low-Value
14038.0,3,1560.38,965,520.1266666666667,Medium-Value
14039.0,1,152.2,92,152.2,Low-Value
14040.0,12,3614.92,1554,301.24333333333334,High-Value
14041.0,1,141.41,94,141.41,Low-Value
14044.0,4,652.82,308,163.205,Medium-Value
14045.0,4,1659.75,535,414.9375,Medium-Value
14046.0,1,154.99,460,154.99,Low-Value
14047.0,5,1308.6100000000001,381,261.72200000000004,Medium-Value
14048.0,1,409.93,288,409.93,Medium-Value
14049.0,4,5681.72,3870,1420.43,High-Value
14050.0,2,746.36,689,373.18,Medium-Value
14051.0,23,15610.390000000001,3756,678.7126086956522,High-Value
14052.0,1,225.36,89,225.36,Low-Value
14053.0,2,260.25,215,130.125,Low-Value
14054.0,1,92.46,62,92.46,Low-Value
14055.0,1,725.6400000000001,216,725.6400000000001,Medium-Value
14056.0,23,8214.65,4273,357.1586956521739,High-Value
14057.0,17,6217.96,4876,365.76235294117646,High-Value
14059.0,1,183.6,128,183.6,Low-Value
14060.0,19,6140.42,5386,323.18,High-Value
14062.0,12,10464.85,5593,872.0708333333333,High-Value
14064.0,5,1353.74,1788,270.748,Medium-Value
14066.0,1,152.55,45,152.55,Low-Value
14067.0,2,374.7,361,187.35,Medium-Value
14068.0,1,265.85,73,265.85,Low-Value
14071.0,8,1438.82,995,179.8525,Medium-Value
14073.0,1,151.04,130,151.04,Low-Value
14075.0,3,942.26,754,314.08666666666664,Medium-Value
14076.0,1,122.47,81,122.47,Low-Value
14077.0,5,499.41999999999996,268,99.88399999999999,Medium-Value
14078.0,6,1049.37,310,174.89499999999998,Medium-Value
14079.0,1,375.1,301,375.1,Medium-Value
14080.0,1,45.599999999999994,48,45.599999999999994,Low-Value
14081.0,2,934.52,596,467.26,Medium-Value
14082.0,1,182.25,110,182.25,Low-Value
14083.0,9,1018.43,732,113.15888888888888,Medium-Value
14085.0,18,4448.54,3184,247.14111111111112,High-Value
14087.0,1,194.42,251,194.42,Low-Value
14088.0,13,50491.81,12665,3883.9853846153846,High-Value
14089.0,1,161.0,134,161.0,Low-Value
14090.0,1,76.32000000000001,72,76.32000000000001,Low-Value
14092.0,14,4076.91,2066,291.2078571428571,High-Value
14093.0,1,442.85,406,442.85,Medium-Value
14096.0,17,65164.79,16352,3833.2229411764706,High-Value
14098.0,1,147.35,104,147.35,Low-Value
14099.0,11,3104.17,2179,282.1972727272727,High-Value
14100.0,1,194.9,64,194.9,Low-Value
14101.0,6,5976.79,6942,996.1316666666667,High-Value
14102.0,5,1360.28,961,272.056,Medium-Value
14104.0,2,216.20999999999998,72,108.10499999999999,Low-Value
14105.0,1,1266.23,800,1266.23,Medium-Value
14107.0,7,2703.23,1793,386.17571428571426,High-Value
14108.0,2,597.91,381,298.955,Medium-Value
14109.0,1,144.2,88,144.2,Low-Value
14110.0,12,5683.15,2445,473.5958333333333,High-Value
14111.0,4,692.85,458,173.2125,Medium-Value
14112.0,7,2915.15,1651,416.45,High-Value
14113.0,4,1840.42,745,460.105,High-Value
14114.0,2,386.53,101,193.265,Medium-Value
14116.0,5,1382.74,707,276.548,Medium-Value
14117.0,1,90.0,72,90.0,Low-Value
14121.0,4,2780.15,2082,695.0375,High-Value
14124.0,1,419.58000000000004,1618,419.58000000000004,Medium-Value
14125.0,3,2740.43,1640,913.4766666666666,High-Value
14126.0,3,706.1300000000001,508,235.3766666666667,Medium-Value
14127.0,3,709.71,321,236.57000000000002,Medium-Value
14128.0,2,637.5,564,318.75,Medium-Value
14129.0,5,1123.8600000000001,592,224.77200000000002,Medium-Value
14130.0,1,483.86,258,483.86,Medium-Value
14132.0,11,3586.0299999999997,3368,326.00272727272727,High-Value
14133.0,3,605.64,348,201.88,Medium-Value
14135.0,15,4690.31,3850,312.68733333333336,High-Value
14138.0,2,982.3800000000001,610,491.19000000000005,Medium-Value
14139.0,1,415.82,510,415.82,Medium-Value
14140.0,2,935.05,811,467.525,Medium-Value
14141.0,4,915.13,355,228.7825,Medium-Value
14142.0,1,311.81,313,311.81,Medium-Value
14143.0,1,115.8,30,115.8,Low-Value
14145.0,4,3742.2,756,935.55,High-Value
14146.0,5,4191.0,2437,838.2,High-Value
14147.0,2,483.4,108,241.7,Medium-Value
14148.0,1,157.2,16,157.2,Low-Value
14149.0,1,446.62,218,446.62,Medium-Value
14150.0,2,658.64,496,329.32,Medium-Value
14152.0,2,621.29,711,310.645,Medium-Value
14154.0,2,1345.62,465,672.81,Medium-Value
14155.0,1,118.75,25,118.75,Low-Value
14156.0,55,117379.63,57885,2134.175090909091,High-Value
14157.0,2,432.88,284,216.44,Medium-Value
14158.0,1,507.66,781,507.66,Medium-Value
14159.0,11,4693.01,4408,426.6372727272728,High-Value
14161.0,3,1110.52,455,370.17333333333335,Medium-Value
14162.0,2,289.36,142,144.68,Low-Value
14163.0,4,2445.91,893,611.4775,High-Value
14164.0,2,1631.77,1033,815.885,Medium-Value
14165.0,1,122.53999999999999,54,122.53999999999999,Low-Value
14167.0,4,574.84,150,143.71,Medium-Value
14171.0,1,363.79,167,363.79,Medium-Value
14173.0,4,450.84,150,112.71,Medium-Value
14174.0,1,134.46,94,134.46,Low-Value
14175.0,3,3222.3,1515,1074.1000000000001,High-Value
14176.0,4,576.9000000000001,209,144.22500000000002,Medium-Value
14177.0,4,559.41,205,139.8525,Medium-Value
14178.0,7,1620.93,1505,231.5614285714286,Medium-Value
14179.0,2,719.78,330,359.89,Medium-Value
14180.0,25,4748.52,719,189.94080000000002,High-Value
14184.0,1,452.89,127,452.89,Medium-Value
14185.0,1,197.65,6,197.65,Low-Value
14188.0,6,2054.36,1162,342.3933333333334,High-Value
14189.0,15,4654.08,3937,310.272,High-Value
14191.0,13,4684.76,3662,360.36615384615385,High-Value
14193.0,2,853.39,445,426.695,Medium-Value
14194.0,21,11349.52,5840,540.4533333333334,High-Value
14195.0,2,1012.0,760,506.0,Medium-Value
14196.0,1,335.52,142,335.52,Medium-Value
14198.0,4,701.4,290,175.35,Medium-Value
14199.0,1,185.39999999999998,28,185.39999999999998,Low-Value
14201.0,7,747.44,590,106.77714285714286,Medium-Value
14204.0,1,161.03,82,161.03,Low-Value
14205.0,2,466.7,204,233.35,Medium-Value
14206.0,1,328.15999999999997,276,328.15999999999997,Medium-Value
14208.0,1,151.74,114,151.74,Low-Value
14209.0,6,2073.43,691,345.57166666666666,High-Value
14210.0,6,1905.8400000000001,760,317.64000000000004,High-Value
14211.0,9,2241.1,1242,249.0111111111111,High-Value
14212.0,1,1070.48,1152,1070.48,Medium-Value
14214.0,5,1004.38,751,200.876,Medium-Value
14215.0,6,1789.72,1358,298.2866666666667,High-Value
14216.0,4,1839.3,594,459.825,High-Value
14217.0,17,2004.98,689,117.94,High-Value
14218.0,1,169.48000000000002,160,169.48000000000002,Low-Value
14219.0,1,89.94,78,89.94,Low-Value
14220.0,2,632.4,272,316.2,Medium-Value
14221.0,9,3432.8,2191,381.4222222222222,High-Value
14222.0,1,683.17,607,683.17,Medium-Value
14223.0,3,991.13,585,330.37666666666667,Medium-Value
14224.0,4,1050.12,514,262.53,Medium-Value
14226.0,5,2232.19,1308,446.438,High-Value
14227.0,10,3350.96,1820,335.096,High-Value
14229.0,3,1547.2,610,515.7333333333333,Medium-Value
14231.0,3,925.71,409,308.57,Medium-Value
14232.0,5,2048.07,1941,409.61400000000003,High-Value
14233.0,4,1462.72,680,365.68,Medium-Value
14234.0,4,775.46,963,193.865,Medium-Value
14235.0,5,3144.86,1959,628.972,High-Value
14236.0,2,490.86,310,245.43,Medium-Value
14237.0,1,161.0,38,161.0,Low-Value
14238.0,1,146.85,111,146.85,Low-Value
14239.0,11,2380.85,993,216.4409090909091,High-Value
14240.0,2,890.34,418,445.17,Medium-Value
14241.0,1,213.70000000000002,146,213.70000000000002,Low-Value
14242.0,2,280.55,123,140.275,Low-Value
14243.0,10,2588.77,1221,258.877,High-Value
14245.0,2,1693.45,976,846.725,High-Value
14246.0,3,1474.06,804,491.3533333333333,Medium-Value
14247.0,1,136.76999999999998,47,136.76999999999998,Low-Value
14248.0,1,302.58,102,302.58,Low-Value
14250.0,3,1904.05,1200,634.6833333333333,High-Value
14251.0,5,2879.7000000000003,1674,575.94,High-Value
14256.0,2,969.0600000000001,414,484.53000000000003,Medium-Value
14257.0,5,3099.7200000000003,1682,619.9440000000001,High-Value
14258.0,9,12669.98,7100,1407.7755555555555,High-Value
14259.0,1,120.0,68,120.0,Low-Value
14261.0,2,1163.45,406,581.725,Medium-Value
14262.0,8,2618.23,1645,327.27875,High-Value
14264.0,2,333.97,70,166.985,Medium-Value
14265.0,2,530.18,330,265.09,Medium-Value
14267.0,3,1516.24,530,505.41333333333336,Medium-Value
14270.0,1,492.65000000000003,197,492.65000000000003,Medium-Value
14271.0,1,112.32,88,112.32,Low-Value
14272.0,2,437.96,599,218.98,Medium-Value
14273.0,4,559.97,264,139.9925,Medium-Value
14276.0,3,1119.74,744,373.24666666666667,Medium-Value
14277.0,3,4216.2,1984,1405.3999999999999,High-Value
14280.0,1,134.04,52,134.04,Low-Value
14282.0,15,3729.34,2668,248.62266666666667,High-Value
14284.0,2,595.25,161,297.625,Medium-Value
14285.0,4,1910.01,541,477.5025,High-Value
14286.0,3,4628.75,4338,1542.9166666666667,High-Value
14287.0,3,176.63,261,58.876666666666665,Low-Value
14288.0,1,426.6,188,426.6,Medium-Value
14289.0,6,911.26,292,151.87666666666667,Medium-Value
14290.0,5,2314.65,915,462.93,High-Value
14291.0,11,3883.25,2749,353.02272727272725,High-Value
14292.0,9,4871.93,1663,541.3255555555556,High-Value
14293.0,4,1046.56,709,261.64,Medium-Value
14295.0,1,166.20000000000002,84,166.20000000000002,Low-Value
14297.0,4,1305.33,865,326.3325,Medium-Value
14298.0,44,51527.3,58343,1171.075,High-Value
14299.0,9,3965.62,2149,440.6244444444444,High-Value
14300.0,1,43.2,32,43.2,Low-Value
14301.0,1,640.14,606,640.14,Medium-Value
14304.0,1,383.45,139,383.45,Medium-Value
14305.0,3,1858.96,1089,619.6533333333333,High-Value
14306.0,2,2093.32,1075,1046.66,High-Value
14307.0,6,2995.72,2058,499.28666666666663,High-Value
14309.0,9,2352.53,1633,261.39222222222224,High-Value
14311.0,1,310.26,146,310.26,Medium-Value
14312.0,6,1611.59,1012,268.5983333333333,Medium-Value
14314.0,1,120.0,296,120.0,Low-Value
14315.0,6,2481.13,1021,413.5216666666667,High-Value
14317.0,1,508.58000000000004,255,508.58000000000004,Medium-Value
14320.0,2,477.79,325,238.895,Medium-Value
14321.0,5,1530.75,2406,306.15,Medium-Value
14323.0,2,605.0600000000001,350,302.53000000000003,Medium-Value
14326.0,1,183.85,103,183.85,Low-Value
14327.0,1,311.65,139,311.65,Medium-Value
14329.0,7,5014.84,3095,716.4057142857143,High-Value
14331.0,2,462.65999999999997,252,231.32999999999998,Medium-Value
14332.0,3,866.31,481,288.77,Medium-Value
14333.0,1,415.2,58,415.2,Medium-Value
14334.0,8,2552.21,1731,319.02625,High-Value
14335.0,2,468.26,379,234.13,Medium-Value
14336.0,4,1614.91,1759,403.7275,Medium-Value
14338.0,2,588.22,335,294.11,Medium-Value
14339.0,1,309.52,168,309.52,Medium-Value
14340.0,1,134.7,58,134.7,Low-Value
14341.0,8,2182.28,1403,272.785,High-Value
14342.0,4,668.5600000000001,347,167.14000000000001,Medium-Value
14344.0,8,889.9300000000001,477,111.24125000000001,Medium-Value
14345.0,1,108.97999999999999,50,108.97999999999999,Low-Value
14346.0,2,1021.58,605,510.79,Medium-Value
14348.0,1,409.57,183,409.57,Medium-Value
14349.0,1,133.5,86,133.5,Low-Value
14350.0,1,282.93,183,282.93,Low-Value
14351.0,1,51.0,12,51.0,Low-Value
14352.0,4,1078.96,538,269.74,Medium-Value
14353.0,1,90.6,64,90.6,Low-Value
14354.0,2,163.62,210,81.81,Low-Value
14355.0,1,174.4,92,174.4,Low-Value
14356.0,2,701.23,277,350.615,Medium-Value
14357.0,1,225.77,148,225.77,Low-Value
14359.0,3,912.18,371,304.06,Medium-Value
14360.0,4,2128.23,1151,532.0575,High-Value
14362.0,1,161.2,100,161.2,Low-Value
14364.0,8,3717.35,1967,464.66875,High-Value
14367.0,16,9261.52,4438,578.845,High-Value
14368.0,1,155.0,36,155.0,Low-Value
14371.0,1,100.5,34,100.5,Low-Value
14373.0,1,76.55,17,76.55,Low-Value
14375.0,1,257.68,194,257.68,Low-Value
14377.0,2,617.05,219,308.525,Medium-Value
14379.0,2,348.1,292,174.05,Medium-Value
14381.0,1,202.68,146,202.68,Low-Value
14382.0,1,626.0699999999999,1237,626.0699999999999,Medium-Value
14383.0,3,1247.69,817,415.8966666666667,Medium-Value
14385.0,3,202.11,159,67.37,Low-Value
14386.0,1,142.4,54,142.4,Low-Value
14387.0,3,1770.56,819,590.1866666666666,High-Value
14388.0,8,3212.84,1941,401.605,High-Value
14389.0,2,1043.46,729,521.73,Medium-Value
14390.0,9,4652.82,2136,516.98,High-Value
14393.0,1,67.95,13,67.95,Low-Value
14395.0,9,3507.71,1693,389.74555555555554,High-Value
14396.0,2,487.99,225,243.995,Medium-Value
14397.0,19,2612.96,1890,137.52421052631578,High-Value
14400.0,1,574.7,454,574.7,Medium-Value
14401.0,13,4051.48,4507,311.6523076923077,High-Value
14403.0,4,1475.81,519,368.9525,Medium-Value
14404.0,6,1474.32,839,245.72,Medium-Value
14406.0,1,156.75,77,156.75,Low-Value
14407.0,6,2157.73,1415,359.62166666666667,High-Value
14408.0,7,2606.53,1616,372.3614285714286,High-Value
14409.0,6,2059.4500000000003,1230,343.24166666666673,High-Value
14410.0,9,1105.07,571,122.78555555555555,Medium-Value
14411.0,1,1063.0,196,1063.0,Medium-Value
14412.0,2,770.03,786,385.015,Medium-Value
14413.0,1,122.7,68,122.7,Low-Value
14414.0,7,1496.98,2512,213.8542857142857,Medium-Value
14415.0,13,5900.28,3011,453.86769230769227,High-Value
14416.0,2,490.22,326,245.11,Medium-Value
14418.0,3,1937.25,1711,645.75,High-Value
14419.0,6,1058.06,487,176.34333333333333,Medium-Value
14420.0,1,387.52,334,387.52,Medium-Value
14421.0,2,813.11,365,406.555,Medium-Value
14422.0,6,4263.64,2906,710.6066666666667,High-Value
14423.0,1,265.2,120,265.2,Low-Value
14424.0,1,322.08,48,322.08,Medium-Value
14426.0,10,4481.67,2699,448.16700000000003,High-Value
14427.0,2,363.34000000000003,228,181.67000000000002,Medium-Value
14428.0,5,1244.83,436,248.96599999999998,Medium-Value
14431.0,1,470.36,130,470.36,Medium-Value
14432.0,6,2255.51,2070,375.91833333333335,High-Value
14434.0,6,1372.8,368,228.79999999999998,Medium-Value
14436.0,1,89.06,129,89.06,Low-Value
14437.0,1,63.0,60,63.0,Low-Value
14438.0,1,131.9,82,131.9,Low-Value
14439.0,1,2661.24,526,2661.24,High-Value
14440.0,5,2357.6800000000003,588,471.53600000000006,High-Value
14441.0,4,1712.89,446,428.2225,High-Value
14442.0,2,1589.82,482,794.91,Medium-Value
14443.0,4,1420.2,938,355.05,Medium-Value
14446.0,4,1039.58,933,259.895,Medium-Value
14447.0,5,1163.23,571,232.64600000000002,Medium-Value
14448.0,2,375.35,104,187.675,Medium-Value
14449.0,4,907.1,757,226.775,Medium-Value
14450.0,3,483.25,241,161.08333333333334,Medium-Value
14451.0,2,662.59,389,331.295,Medium-Value
14452.0,2,264.44,119,132.22,Low-Value
14453.0,1,119.93,49,119.93,Low-Value
14456.0,9,3062.4,2908,340.26666666666665,High-Value
14457.0,1,113.64,88,113.64,Low-Value
14459.0,1,1837.92,760,1837.92,High-Value
14460.0,3,434.34,881,144.78,Medium-Value
14461.0,3,2103.06,766,701.02,High-Value
14462.0,11,2004.02,964,182.18363636363637,High-Value
14463.0,3,529.62,179,176.54,Medium-Value
14465.0,3,1058.6200000000001,405,352.8733333333334,Medium-Value
14466.0,7,2272.4,1006,324.62857142857143,High-Value
14467.0,4,598.76,278,149.69,Medium-Value
14470.0,2,461.19,193,230.595,Medium-Value
14472.0,8,1936.84,1160,242.105,High-Value
14473.0,2,234.34000000000003,88,117.17000000000002,Low-Value
14474.0,1,547.66,140,547.66,Medium-Value
14475.0,3,925.85,447,308.6166666666667,Medium-Value
14476.0,1,215.7,132,215.7,Low-Value
14477.0,4,1309.6,720,327.4,Medium-Value
14479.0,2,316.25,117,158.125,Medium-Value
14480.0,1,279.05,143,279.05,Low-Value
14481.0,2,636.51,489,318.255,Medium-Value
14482.0,6,2068.15,1646,344.69166666666666,High-Value
14483.0,1,137.1,97,137.1,Low-Value
14484.0,1,321.92,210,321.92,Medium-Value
14485.0,1,165.75,71,165.75,Low-Value
14487.0,6,1196.33,735,199.38833333333332,Medium-Value
14488.0,1,1064.28,799,1064.28,Medium-Value
